114	0	1.0	1.0
6	0	1.0	1.0
119	0	1.0	1.0
101	0	1.0	1.0
2	0	1.0	1.0
99	0	1.0	1.0
105	0	1.0	1.0
139	0	1.0	1.0
106	0	1.0	1.0
24	0	1.0	1.0
92	0	1.0	1.0
112	0	1.0	1.0
40	1	1812.6666666666667	1818.2631578947369
28	1	1784.6666666666667	1818.2631578947369
37	1	1731.5555555555557	1818.2631578947369
84	1	1413.0	1818.2631578947369
13	1	2894.25	1818.2631578947369
56	1	1874.25	1818.2631578947369
67	1	2682.875	1818.2631578947369
77	1	1803.7142857142858	1818.2631578947369
59	1	2227.769230769231	1818.2631578947369
89	1	2845.8333333333335	1818.2631578947369
20	1	2774.25	1818.2631578947369
29	1	1716.5	1818.2631578947369
98	1	2620.6	1818.2631578947369
25	1	2261.5	1818.2631578947369
1	10	1818.2631578947369	994.5
58	10	1884.1666666666667	994.5
53	100	3504.4285714285716	2265.0
36	101	1521.8	1.0
25	11	2261.5	706.0
71	11	3030.75	706.0
43	112	3338.1428571428573	1.0
77	114	1803.7142857142858	1.0
29	119	1716.5	1.0
52	13	2217.1111111111113	2894.25
74	14	2576.714285714286	1889.0
65	14	2076.1428571428573	1889.0
1	15	1818.2631578947369	662.0
26	15	1801.7142857142858	662.0
48	16	3333.076923076923	2378.6666666666665
43	16	3338.1428571428573	2378.6666666666665
63	17	2069.3636363636365	2084.4285714285716
56	17	1874.25	2084.4285714285716
44	17	1976.625	2084.4285714285716
76	17	1589.2857142857142	2084.4285714285716
77	17	1803.7142857142858	2084.4285714285716
36	18	1521.8	1025.5
62	18	2408.8	1025.5
63	18	2069.3636363636365	1025.5
40	18	1812.6666666666667	1025.5
55	18	2613.714285714286	1025.5
93	18	1667.6666666666667	1025.5
62	19	2408.8	1315.5
37	19	1731.5555555555557	1315.5
34	19	1938.2222222222222	1315.5
55	19	2613.714285714286	1315.5
87	19	3198.5	1315.5
25	21	2261.5	1416.0
75	21	1290.2857142857142	1416.0
3	21	2019.8	1416.0
76	21	1589.2857142857142	1416.0
67	22	2682.875	835.5
19	22	1315.5	835.5
91	22	2369.25	835.5
55	22	2613.714285714286	835.5
102	23	1597.0	2541.5555555555557
52	23	2217.1111111111113	2541.5555555555557
40	23	1812.6666666666667	2541.5555555555557
1	23	1818.2631578947369	2541.5555555555557
33	23	2201.6363636363635	2541.5555555555557
17	23	2084.4285714285716	2541.5555555555557
57	24	2535.1111111111113	1.0
60	24	2316.0	1.0
27	24	1837.25	1.0
39	24	2159.75	1.0
50	24	2529.3636363636365	1.0
48	24	3333.076923076923	1.0
12	25	2165.0	2261.5
90	25	1618.142857142857	2261.5
17	26	2084.4285714285716	1801.7142857142858
59	26	2227.769230769231	1801.7142857142858
18	26	1025.5	1801.7142857142858
84	26	1413.0	1801.7142857142858
27	26	1837.25	1801.7142857142858
70	26	1690.0	1801.7142857142858
48	27	3333.076923076923	1837.25
78	27	2313.0	1837.25
113	27	1525.0	1837.25
17	27	2084.4285714285716	1837.25
64	27	2649.3333333333335	1837.25
41	27	2181.875	1837.25
46	28	2096.5	1784.6666666666667
86	28	2298.6666666666665	1784.6666666666667
65	28	2076.1428571428573	1784.6666666666667
35	28	2004.625	1784.6666666666667
3	28	2019.8	1784.6666666666667
83	29	1992.0	1716.5
63	29	2069.3636363636365	1716.5
51	29	1981.4444444444443	1716.5
55	29	2613.714285714286	1716.5
27	29	1837.25	1716.5
53	30	3504.4285714285716	2020.1666666666667
74	30	2576.714285714286	2020.1666666666667
23	30	2541.5555555555557	2020.1666666666667
54	30	1625.5714285714287	2020.1666666666667
64	30	2649.3333333333335	2020.1666666666667
43	31	3338.1428571428573	1838.0
47	31	2142.4166666666665	1838.0
62	31	2408.8	1838.0
82	31	2289.0	1838.0
54	31	1625.5714285714287	1838.0
65	31	2076.1428571428573	1838.0
59	32	2227.769230769231	2766.1111111111113
28	32	1784.6666666666667	2766.1111111111113
49	32	1055.2	2766.1111111111113
37	32	1731.5555555555557	2766.1111111111113
38	32	2000.0	2766.1111111111113
66	32	2574.8	2766.1111111111113
72	32	2356.5454545454545	2766.1111111111113
39	32	2159.75	2766.1111111111113
103	33	2494.5	2201.6363636363635
17	33	2084.4285714285716	2201.6363636363635
59	33	2227.769230769231	2201.6363636363635
63	33	2069.3636363636365	2201.6363636363635
97	33	2400.5	2201.6363636363635
31	33	1838.0	2201.6363636363635
23	33	2541.5555555555557	2201.6363636363635
32	33	2766.1111111111113	2201.6363636363635
64	34	2649.3333333333335	1938.2222222222222
61	34	1837.6666666666667	1938.2222222222222
47	34	2142.4166666666665	1938.2222222222222
20	34	2774.25	1938.2222222222222
50	34	2529.3636363636365	1938.2222222222222
67	35	2682.875	2004.625
61	35	1837.6666666666667	2004.625
45	35	2613.090909090909	2004.625
42	35	1407.4	2004.625
55	35	2613.714285714286	2004.625
65	36	2076.1428571428573	1521.8
81	36	2326.0	1521.8
51	36	1981.4444444444443	1521.8
47	36	2142.4166666666665	1521.8
8	36	1648.4	1521.8
93	36	1667.6666666666667	1521.8
54	36	1625.5714285714287	1521.8
50	37	2529.3636363636365	1731.5555555555557
98	37	2620.6	1731.5555555555557
36	37	1521.8	1731.5555555555557
49	37	1055.2	1731.5555555555557
95	37	2536.3333333333335	1731.5555555555557
62	37	2408.8	1731.5555555555557
14	37	1889.0	1731.5555555555557
1	37	1818.2631578947369	1731.5555555555557
33	37	2201.6363636363635	1731.5555555555557
41	38	2181.875	2000.0
50	38	2529.3636363636365	2000.0
73	38	1828.6	2000.0
45	38	2613.090909090909	2000.0
8	38	1648.4	2000.0
26	38	1801.7142857142858	2000.0
54	39	1625.5714285714287	2159.75
38	39	2000.0	2159.75
17	39	2084.4285714285716	2159.75
41	39	2181.875	2159.75
30	39	2020.1666666666667	2159.75
42	39	1407.4	2159.75
90	4	1618.142857142857	1775.6666666666667
67	4	2682.875	1775.6666666666667
43	4	3338.1428571428573	1775.6666666666667
55	40	2613.714285714286	1812.6666666666667
70	40	1690.0	1812.6666666666667
71	40	3030.75	1812.6666666666667
50	40	2529.3636363636365	1812.6666666666667
77	40	1803.7142857142858	1812.6666666666667
9	40	2115.5714285714284	1812.6666666666667
37	40	1731.5555555555557	1812.6666666666667
56	40	1874.25	1812.6666666666667
72	40	2356.5454545454545	1812.6666666666667
1	41	1818.2631578947369	2181.875
23	41	2541.5555555555557	2181.875
30	41	2020.1666666666667	2181.875
74	41	2576.714285714286	2181.875
47	41	2142.4166666666665	2181.875
1	42	1818.2631578947369	1407.4
48	42	3333.076923076923	1407.4
38	42	2000.0	1407.4
116	42	1893.5	1407.4
9	42	2115.5714285714284	1407.4
56	42	1874.25	1407.4
44	42	1976.625	1407.4
26	43	1801.7142857142858	3338.1428571428573
32	43	2766.1111111111113	3338.1428571428573
70	43	1690.0	3338.1428571428573
1	43	1818.2631578947369	3338.1428571428573
48	43	3333.076923076923	3338.1428571428573
49	43	1055.2	3338.1428571428573
38	43	2000.0	3338.1428571428573
67	43	2682.875	3338.1428571428573
69	43	980.6666666666666	3338.1428571428573
28	43	1784.6666666666667	3338.1428571428573
47	43	2142.4166666666665	3338.1428571428573
56	43	1874.25	3338.1428571428573
42	43	1407.4	3338.1428571428573
33	43	2201.6363636363635	3338.1428571428573
32	44	2766.1111111111113	1976.625
55	44	2613.714285714286	1976.625
35	44	2004.625	1976.625
21	44	1416.0	1976.625
45	44	2613.090909090909	1976.625
7	44	821.3333333333334	1976.625
53	45	3504.4285714285716	2613.090909090909
