100	67	2265.0
102	23	1597.0
102	52	1597.0
102	53	1597.0
102	81	1597.0
11	49	706.0
12	25	2165.0
12	48	2165.0
12	50	2165.0
13	1	2894.25
13	49	2894.25
13	55	2894.25
14	37	1889.0
14	45	1889.0
14	55	1889.0
15	89	662.0
15	62	662.0
18	49	1025.5
18	50	1025.5
18	26	1025.5
19	22	1315.5
19	48	1315.5
19	72	1315.5
23	30	2541.5555555555557
23	33	2541.5555555555557
23	41	2541.5555555555557
23	60	2541.5555555555557
23	80	2541.5555555555557
23	82	2541.5555555555557
23	9	2541.5555555555557
27	29	1837.25
27	59	1837.25
27	61	1837.25
27	73	1837.25
27	88	1837.25
27	24	1837.25
27	26	1837.25
28	8	1784.6666666666667
28	81	1784.6666666666667
28	94	1784.6666666666667
28	1	1784.6666666666667
28	32	1784.6666666666667
28	43	1784.6666666666667
28	50	1784.6666666666667
28	75	1784.6666666666667
29	84	1716.5
29	95	1716.5
29	1	1716.5
29	119	1716.5
29	53	1716.5
29	64	1716.5
29	66	1716.5
29	73	1716.5
29	76	1716.5
3	21	2019.8
3	28	2019.8
3	46	2019.8
3	62	2019.8
30	94	2020.1666666666667
30	39	2020.1666666666667
30	41	2020.1666666666667
30	69	2020.1666666666667
30	85	2020.1666666666667
31	33	1838.0
31	48	1838.0
31	50	1838.0
31	80	1838.0
31	99	1838.0
32	59	2766.1111111111113
32	60	2766.1111111111113
32	71	2766.1111111111113
32	79	2766.1111111111113
32	33	2766.1111111111113
32	43	2766.1111111111113
32	44	2766.1111111111113
32	54	2766.1111111111113
33	66	2201.6363636363635
33	67	2201.6363636363635
33	69	2201.6363636363635
33	96	2201.6363636363635
33	23	2201.6363636363635
33	37	2201.6363636363635
33	43	2201.6363636363635
33	47	2201.6363636363635
33	51	2201.6363636363635
33	62	2201.6363636363635
36	37	1521.8
36	84	1521.8
36	101	1521.8
36	18	1521.8
37	1	1731.5555555555557
37	19	1731.5555555555557
37	32	1731.5555555555557
37	40	1731.5555555555557
37	45	1731.5555555555557
37	50	1731.5555555555557
37	54	1731.5555555555557
37	88	1731.5555555555557
38	104	2000.0
38	32	2000.0
38	39	2000.0
38	42	2000.0
38	43	2000.0
38	69	2000.0
39	71	2159.75
39	73	2159.75
39	90	2159.75
39	24	2159.75
39	32	2159.75
39	49	2159.75
39	54	2159.75
4	5	1775.6666666666667
4	56	1775.6666666666667
40	1	1812.6666666666667
40	18	1812.6666666666667
40	20	1812.6666666666667
40	23	1812.6666666666667
40	63	1812.6666666666667
41	27	2181.875
41	38	2181.875
41	39	2181.875
41	56	2181.875
41	62	2181.875
41	8	2181.875
41	92	2181.875
42	65	1407.4
42	35	1407.4
42	39	1407.4
42	43	1407.4
44	67	1976.625
44	85	1976.625
44	98	1976.625
44	17	1976.625
44	42	1976.625
44	65	1976.625
45	61	2613.090909090909
45	65	2613.090909090909
45	77	2613.090909090909
45	20	2613.090909090909
45	35	2613.090909090909
45	38	2613.090909090909
45	44	2613.090909090909
45	5	2613.090909090909
45	55	2613.090909090909
45	60	2613.090909090909
47	36	2142.4166666666665
47	41	2142.4166666666665
47	43	2142.4166666666665
47	48	2142.4166666666665
47	50	2142.4166666666665
47	55	2142.4166666666665
47	59	2142.4166666666665
47	68	2142.4166666666665
47	31	2142.4166666666665
47	86	2142.4166666666665
47	34	2142.4166666666665
48	139	3333.076923076923
48	92	3333.076923076923
48	16	3333.076923076923
48	24	3333.076923076923
48	27	3333.076923076923
48	42	3333.076923076923
48	43	3333.076923076923
48	54	3333.076923076923
48	56	3333.076923076923
48	60	3333.076923076923
48	106	3333.076923076923
48	67	3333.076923076923
49	32	1055.2
49	37	1055.2
49	43	1055.2
49	47	1055.2
5	62	1644.5
50	40	2529.3636363636365
50	45	2529.3636363636365
50	56	2529.3636363636365
50	70	2529.3636363636365
50	91	2529.3636363636365
50	24	2529.3636363636365
50	34	2529.3636363636365
50	37	2529.3636363636365
50	38	2529.3636363636365
51	63	1981.4444444444443
51	65	1981.4444444444443
51	76	1981.4444444444443
51	29	1981.4444444444443
51	36	1981.4444444444443
51	52	1981.4444444444443
51	53	1981.4444444444443
51	57	1981.4444444444443
54	39	1625.5714285714287
54	47	1625.5714285714287
54	81	1625.5714285714287
54	30	1625.5714285714287
54	31	1625.5714285714287
54	36	1625.5714285714287
55	53	2613.714285714286
55	56	2613.714285714286
55	59	2613.714285714286
55	18	2613.714285714286
